Configuration 3:  

1 - 2 	 T:  0.8400000000000001
57 - 97 	 T:  0.876625
57 - 98 	 T:  0.8775609756097562
57 - 99 	 T:  0.8775000000000001
57 - 100 	 T:  0.8774418604651164
57 - 101 	 T:  0.8773863636363637
57 - 102 	 T:  0.8774444444444445
57 - 103 	 T:  0.8774999999999998
57 - 104 	 T:  0.8771276595744679
57 - 105 	 T:  0.8771875000000001
57 - 106 	 T:  0.8775510204081632
57 - 107 	 T:  0.8774000000000001
57 - 108 	 T:  0.877549019607843
57 - 109 	 T:  0.8775
57 - 110 	 T:  0.8775471698113209
57 - 111 	 T:  0.8771296296296295
57 - 112 	 T:  0.8772727272727273
57 - 113 	 T:  0.8774107142857144
57 - 114 	 T:  0.8776315789473685
58 - 59 	 T:  0.8250000000000028
58 - 60 	 T:  0.860000000000003
58 - 61 	 T:  0.8816666666666677
58 - 62 	 T:  0.8775000000000013
58 - 63 	 T:  0.8680000000000007
58 - 64 	 T:  0.8766666666666675
58 - 65 	 T:  0.8714285714285717
58 - 66 	 T:  0.8775000000000004
58 - 67 	 T:  0.8744444444444449
58 - 68 	 T:  0.8760000000000006
58 - 69 	 T:  0.8772727272727278
58 - 70 	 T:  0.8775000000000001
58 - 71 	 T:  0.8707692307692307
58 - 72 	 T:  0.8767857142857147
58 - 73 	 T:  0.877666666666667
58 - 74 	 T:  0.8718750000000006
58 - 75 	 T:  0.8723529411764709
58 - 76 	 T:  0.8775000000000005
58 - 77 	 T:  0.8768421052631581
58 - 78 	 T:  0.8742500000000003
58 - 79 	 T:  0.8742857142857146
58 - 80 	 T:  0.8775
58 - 81 	 T:  0.8776086956521744
58 - 82 	 T:  0.8775000000000004
58 - 83 	 T:  0.8774000000000004
58 - 84 	 T:  0.8776923076923077
58 - 85 	 T:  0.8774074074074076
58 - 86 	 T:  0.8769642857142858
58 - 87 	 T:  0.8775862068965521
58 - 88 	 T:  0.8773333333333333
58 - 89 	 T:  0.87741935483871
58 - 90 	 T:  0.8771875
58 - 91 	 T:  0.8775757575757576
58 - 92 	 T:  0.8775000000000001
58 - 93 	 T:  0.8774285714285714
58 - 94 	 T:  0.8772222222222223
58 - 95 	 T:  0.8771621621621624
58 - 96 	 T:  0.8778947368421054
58 - 97 	 T:  0.8764102564102564
58 - 98 	 T:  0.8773750000000001
58 - 99 	 T:  0.8773170731707318
58 - 100 	 T:  0.8772619047619049
58 - 101 	 T:  0.8772093023255816
58 - 102 	 T:  0.8772727272727273
58 - 103 	 T:  0.8773333333333333
58 - 104 	 T:  0.8769565217391303
58 - 105 	 T:  0.8770212765957448
58 - 106 	 T:  0.8773958333333334
58 - 107 	 T:  0.8772448979591838
58 - 108 	 T:  0.8774
58 - 109 	 T:  0.8773529411764706
58 - 110 	 T:  0.8774038461538463
58 - 111 	 T:  0.8769811320754717
58 - 112 	 T:  0.8771296296296297
58 - 113 	 T:  0.8772727272727274
58 - 114 	 T:  0.8775000000000002
59 - 60 	 T:  0.8950000000000031
59 - 61 	 T:  0.9100000000000001
59 - 62 	 T:  0.8950000000000008
59 - 63 	 T:  0.8787500000000001
59 - 64 	 T:  0.8870000000000005
59 - 65 	 T:  0.8791666666666664
59 - 66 	 T:  0.885
59 - 67 	 T:  0.8806250000000002
59 - 68 	 T:  0.8816666666666669
59 - 69 	 T:  0.8825000000000003
59 - 70 	 T:  0.8822727272727271
59 - 71 	 T:  0.8745833333333332
59 - 72 	 T:  0.880769230769231
59 - 73 	 T:  0.8814285714285717
59 - 74 	 T:  0.8750000000000004
59 - 75 	 T:  0.8753125000000002
59 - 76 	 T:  0.880588235294118
59 - 77 	 T:  0.8797222222222223
59 - 78 	 T:  0.8768421052631581
59 - 79 	 T:  0.8767500000000001
59 - 80 	 T:  0.8799999999999999
59 - 81 	 T:  0.8800000000000003
59 - 82 	 T:  0.8797826086956525
59 - 83 	 T:  0.8795833333333336
59 - 84 	 T:  0.8797999999999999
59 - 85 	 T:  0.879423076923077
59 - 86 	 T:  0.8788888888888887
59 - 87 	 T:  0.8794642857142859
59 - 88 	 T:  0.8791379310344827
59 - 89 	 T:  0.8791666666666669
59 - 90 	 T:  0.8788709677419354
59 - 91 	 T:  0.8792187499999999
59 - 92 	 T:  0.879090909090909
59 - 93 	 T:  0.8789705882352941
59 - 94 	 T:  0.8787142857142858
59 - 95 	 T:  0.8786111111111112
59 - 96 	 T:  0.8793243243243244
59 - 97 	 T:  0.8777631578947368
59 - 98 	 T:  0.8787179487179488
59 - 99 	 T:  0.8786250000000001
59 - 100 	 T:  0.8785365853658538
59 - 101 	 T:  0.878452380952381
59 - 102 	 T:  0.8784883720930232
59 - 103 	 T:  0.8785227272727272
59 - 104 	 T:  0.878111111111111
59 - 105 	 T:  0.8781521739130436
59 - 106 	 T:  0.8785106382978723
59 - 107 	 T:  0.8783333333333334
59 - 108 	 T:  0.878469387755102
59 - 109 	 T:  0.8783999999999998
59 - 110 	 T:  0.8784313725490197
59 - 111 	 T:  0.8779807692307691
59 - 112 	 T:  0.8781132075471698
59 - 113 	 T:  0.8782407407407408
59 - 114 	 T:  0.8784545454545455
60 - 61 	 T:  0.9249999999999972
60 - 62 	 T:  0.8949999999999996
60 - 63 	 T:  0.8733333333333325
60 - 64 	 T:  0.8849999999999998
60 - 65 	 T:  0.8759999999999991
60 - 66 	 T:  0.8833333333333329
60 - 67 	 T:  0.8785714285714283
60 - 68 	 T:  0.8799999999999999
60 - 69 	 T:  0.8811111111111111
60 - 70 	 T:  0.8809999999999996
60 - 71 	 T:  0.8727272727272722
60 - 72 	 T:  0.8795833333333333
60 - 73 	 T:  0.8803846153846154
60 - 74 	 T:  0.8735714285714289
60 - 75 	 T:  0.874
60 - 76 	 T:  0.8796875000000002
60 - 77 	 T:  0.8788235294117646
60 - 78 	 T:  0.8758333333333334
60 - 79 	 T:  0.8757894736842106
60 - 80 	 T:  0.8792499999999996
60 - 81 	 T:  0.8792857142857144
60 - 82 	 T:  0.8790909090909093
60 - 83 	 T:  0.878913043478261
60 - 84 	 T:  0.8791666666666664
60 - 85 	 T:  0.8787999999999999
60 - 86 	 T:  0.8782692307692306
60 - 87 	 T:  0.878888888888889
60 - 88 	 T:  0.8785714285714283
60 - 89 	 T:  0.8786206896551726
60 - 90 	 T:  0.8783333333333332
60 - 91 	 T:  0.8787096774193547
60 - 92 	 T:  0.8785937499999998
60 - 93 	 T:  0.8784848484848483
60 - 94 	 T:  0.878235294117647
60 - 95 	 T:  0.8781428571428571
60 - 96 	 T:  0.8788888888888889
60 - 97 	 T:  0.8772972972972971
60 - 98 	 T:  0.8782894736842105
60 - 99 	 T:  0.8782051282051282
60 - 100 	 T:  0.878125
60 - 101 	 T:  0.8780487804878049
60 - 102 	 T:  0.878095238095238
60 - 103 	 T:  0.8781395348837208
60 - 104 	 T:  0.8777272727272725
60 - 105 	 T:  0.8777777777777778
60 - 106 	 T:  0.8781521739130433
60 - 107 	 T:  0.8779787234042553
60 - 108 	 T:  0.8781249999999998
60 - 109 	 T:  0.8780612244897957
60 - 110 	 T:  0.8781
60 - 111 	 T:  0.8776470588235292
60 - 112 	 T:  0.8777884615384615
60 - 113 	 T:  0.8779245283018868
60 - 114 	 T:  0.8781481481481482
61 - 62 	 T:  0.865000000000002
61 - 63 	 T:  0.8475000000000001
61 - 64 	 T:  0.8716666666666674
61 - 65 	 T:  0.8637499999999996
61 - 66 	 T:  0.875
61 - 67 	 T:  0.8708333333333336
61 - 68 	 T:  0.8735714285714289
61 - 69 	 T:  0.8756250000000003
61 - 70 	 T:  0.8761111111111108
61 - 71 	 T:  0.8674999999999997
61 - 72 	 T:  0.8754545454545457
61 - 73 	 T:  0.8766666666666669
61 - 74 	 T:  0.8696153846153851
61 - 75 	 T:  0.870357142857143
61 - 76 	 T:  0.876666666666667
61 - 77 	 T:  0.8759375
61 - 78 	 T:  0.8729411764705884
61 - 79 	 T:  0.8730555555555557
61 - 80 	 T:  0.8768421052631578
61 - 81 	 T:  0.8770000000000003
61 - 82 	 T:  0.8769047619047622
61 - 83 	 T:  0.876818181818182
61 - 84 	 T:  0.8771739130434781
61 - 85 	 T:  0.8768750000000001
61 - 86 	 T:  0.8763999999999998
61 - 87 	 T:  0.8771153846153849
61 - 88 	 T:  0.8768518518518518
61 - 89 	 T:  0.876964285714286
61 - 90 	 T:  0.8767241379310344
61 - 91 	 T:  0.8771666666666665
61 - 92 	 T:  0.8770967741935484
61 - 93 	 T:  0.8770312499999999
61 - 94 	 T:  0.8768181818181819
61 - 95 	 T:  0.876764705882353
61 - 96 	 T:  0.8775714285714287
61 - 97 	 T:  0.8759722222222222
61 - 98 	 T:  0.8770270270270271
61 - 99 	 T:  0.8769736842105263
61 - 100 	 T:  0.876923076923077
61 - 101 	 T:  0.8768750000000001
61 - 102 	 T:  0.8769512195121951
61 - 103 	 T:  0.8770238095238094
61 - 104 	 T:  0.876627906976744
61 - 105 	 T:  0.8767045454545456
61 - 106 	 T:  0.8771111111111111
61 - 107 	 T:  0.8769565217391305
61 - 108 	 T:  0.8771276595744679
61 - 109 	 T:  0.8770833333333332
61 - 110 	 T:  0.8771428571428572
61 - 111 	 T:  0.8766999999999999
61 - 112 	 T:  0.8768627450980392
61 - 113 	 T:  0.8770192307692308
61 - 114 	 T:  0.8772641509433963
62 - 63 	 T:  0.8299999999999983
62 - 64 	 T:  0.875
62 - 65 	 T:  0.8633333333333321
62 - 66 	 T:  0.8774999999999995
62 - 67 	 T:  0.8719999999999999
62 - 68 	 T:  0.875
62 - 69 	 T:  0.8771428571428572
62 - 70 	 T:  0.8774999999999995
62 - 71 	 T:  0.8677777777777772
62 - 72 	 T:  0.8765000000000001
62 - 73 	 T:  0.8777272727272728
62 - 74 	 T:  0.8700000000000004
62 - 75 	 T:  0.8707692307692307
62 - 76 	 T:  0.8775000000000003
62 - 77 	 T:  0.8766666666666666
62 - 78 	 T:  0.8734375000000001
62 - 79 	 T:  0.873529411764706
62 - 80 	 T:  0.8774999999999997
62 - 81 	 T:  0.8776315789473687
62 - 82 	 T:  0.8775000000000002
62 - 83 	 T:  0.8773809523809526
62 - 84 	 T:  0.8777272727272725
62 - 85 	 T:  0.8773913043478261
62 - 86 	 T:  0.8768749999999997
62 - 87 	 T:  0.8776000000000002
62 - 88 	 T:  0.8773076923076921
62 - 89 	 T:  0.8774074074074076
62 - 90 	 T:  0.877142857142857
62 - 91 	 T:  0.8775862068965515
62 - 92 	 T:  0.8774999999999998
62 - 93 	 T:  0.8774193548387096
62 - 94 	 T:  0.8771875
62 - 95 	 T:  0.8771212121212121
62 - 96 	 T:  0.8779411764705882
62 - 97 	 T:  0.8762857142857141
62 - 98 	 T:  0.8773611111111111
62 - 99 	 T:  0.8772972972972973
62 - 100 	 T:  0.8772368421052632
62 - 101 	 T:  0.8771794871794872
62 - 102 	 T:  0.8772499999999999
62 - 103 	 T:  0.8773170731707315
62 - 104 	 T:  0.8769047619047617
62 - 105 	 T:  0.8769767441860465
62 - 106 	 T:  0.8773863636363636
62 - 107 	 T:  0.8772222222222222
62 - 108 	 T:  0.877391304347826
62 - 109 	 T:  0.8773404255319147
62 - 110 	 T:  0.8773958333333334
62 - 111 	 T:  0.8769387755102039
62 - 112 	 T:  0.8771
62 - 113 	 T:  0.8772549019607844
62 - 114 	 T:  0.8775000000000001
63 - 64 	 T:  0.9200000000000017
63 - 65 	 T:  0.879999999999999
63 - 66 	 T:  0.8933333333333332
63 - 67 	 T:  0.8825000000000003
63 - 68 	 T:  0.8840000000000003
63 - 69 	 T:  0.8850000000000003
63 - 70 	 T:  0.884285714285714
63 - 71 	 T:  0.8724999999999996
63 - 72 	 T:  0.8816666666666669
63 - 73 	 T:  0.8825000000000003
63 - 74 	 T:  0.8736363636363642
63 - 75 	 T:  0.8741666666666669
63 - 76 	 T:  0.8811538461538466
63 - 77 	 T:  0.88
63 - 78 	 T:  0.8763333333333335
63 - 79 	 T:  0.8762500000000002
63 - 80 	 T:  0.8802941176470586
63 - 81 	 T:  0.8802777777777782
63 - 82 	 T:  0.8800000000000003
63 - 83 	 T:  0.8797500000000003
63 - 84 	 T:  0.8799999999999999
63 - 85 	 T:  0.8795454545454546
63 - 86 	 T:  0.8789130434782607
63 - 87 	 T:  0.8795833333333336
63 - 88 	 T:  0.8791999999999999
63 - 89 	 T:  0.8792307692307695
63 - 90 	 T:  0.8788888888888887
63 - 91 	 T:  0.8792857142857142
63 - 92 	 T:  0.8791379310344827
63 - 93 	 T:  0.8789999999999999
63 - 94 	 T:  0.8787096774193549
63 - 95 	 T:  0.8785937500000001
63 - 96 	 T:  0.8793939393939395
63 - 97 	 T:  0.8776470588235293
63 - 98 	 T:  0.8787142857142858
63 - 99 	 T:  0.8786111111111112
63 - 100 	 T:  0.8785135135135136
63 - 101 	 T:  0.878421052631579
63 - 102 	 T:  0.8784615384615384
63 - 103 	 T:  0.8784999999999998
63 - 104 	 T:  0.8780487804878047
63 - 105 	 T:  0.8780952380952382
63 - 106 	 T:  0.8784883720930232
63 - 107 	 T:  0.8782954545454547
63 - 108 	 T:  0.8784444444444444
63 - 109 	 T:  0.8783695652173912
63 - 110 	 T:  0.878404255319149
63 - 111 	 T:  0.8779166666666666
63 - 112 	 T:  0.8780612244897958
63 - 113 	 T:  0.8782000000000001
63 - 114 	 T:  0.8784313725490197
64 - 65 	 T:  0.8399999999999963
64 - 66 	 T:  0.879999999999999
64 - 67 	 T:  0.8699999999999998
64 - 68 	 T:  0.875
64 - 69 	 T:  0.8780000000000001
64 - 70 	 T:  0.8783333333333326
64 - 71 	 T:  0.865714285714285
64 - 72 	 T:  0.8768750000000001
64 - 73 	 T:  0.8783333333333334
64 - 74 	 T:  0.8690000000000004
64 - 75 	 T:  0.87
64 - 76 	 T:  0.877916666666667
64 - 77 	 T:  0.8769230769230768
64 - 78 	 T:  0.8732142857142858
64 - 79 	 T:  0.8733333333333334
64 - 80 	 T:  0.8778124999999997
64 - 81 	 T:  0.8779411764705884
64 - 82 	 T:  0.877777777777778
64 - 83 	 T:  0.8776315789473687
64 - 84 	 T:  0.8779999999999998
64 - 85 	 T:  0.8776190476190476
64 - 86 	 T:  0.8770454545454544
64 - 87 	 T:  0.877826086956522
64 - 88 	 T:  0.8774999999999998
64 - 89 	 T:  0.8776000000000002
64 - 90 	 T:  0.8773076923076921
64 - 91 	 T:  0.8777777777777777
64 - 92 	 T:  0.8776785714285713
64 - 93 	 T:  0.8775862068965515
64 - 94 	 T:  0.8773333333333333
64 - 95 	 T:  0.8772580645161291
64 - 96 	 T:  0.878125
64 - 97 	 T:  0.8763636363636362
64 - 98 	 T:  0.8775000000000001
64 - 99 	 T:  0.8774285714285714
64 - 100 	 T:  0.8773611111111111
64 - 101 	 T:  0.8772972972972973
64 - 102 	 T:  0.8773684210526315
64 - 103 	 T:  0.8774358974358972
64 - 104 	 T:  0.8769999999999998
64 - 105 	 T:  0.8770731707317073
64 - 106 	 T:  0.8775
64 - 107 	 T:  0.8773255813953489
64 - 108 	 T:  0.8774999999999998
64 - 109 	 T:  0.8774444444444442
64 - 110 	 T:  0.8775000000000001
64 - 111 	 T:  0.8770212765957445
64 - 112 	 T:  0.8771874999999999
64 - 113 	 T:  0.8773469387755103
64 - 114 	 T:  0.8776
65 - 66 	 T:  0.9200000000000017
65 - 67 	 T:  0.8850000000000016
65 - 68 	 T:  0.8866666666666679
65 - 69 	 T:  0.8875000000000011
65 - 70 	 T:  0.8859999999999999
65 - 71 	 T:  0.8699999999999998
65 - 72 	 T:  0.8821428571428578
65 - 73 	 T:  0.8831250000000006
65 - 74 	 T:  0.8722222222222231
65 - 75 	 T:  0.8730000000000004
65 - 76 	 T:  0.881363636363637
65 - 77 	 T:  0.8800000000000002
65 - 78 	 T:  0.8757692307692312
65 - 79 	 T:  0.8757142857142861
65 - 80 	 T:  0.8803333333333332
65 - 81 	 T:  0.8803125000000005
65 - 82 	 T:  0.8800000000000004
65 - 83 	 T:  0.8797222222222226
65 - 84 	 T:  0.8799999999999999
65 - 85 	 T:  0.8795000000000002
65 - 86 	 T:  0.8788095238095237
65 - 87 	 T:  0.879545454545455
65 - 88 	 T:  0.8791304347826087
65 - 89 	 T:  0.879166666666667
65 - 90 	 T:  0.8787999999999999
65 - 91 	 T:  0.8792307692307693
65 - 92 	 T:  0.879074074074074
65 - 93 	 T:  0.8789285714285714
65 - 94 	 T:  0.8786206896551726
65 - 95 	 T:  0.8785000000000002
65 - 96 	 T:  0.8793548387096776
65 - 97 	 T:  0.8775
65 - 98 	 T:  0.8786363636363638
65 - 99 	 T:  0.878529411764706
65 - 100 	 T:  0.8784285714285716
65 - 101 	 T:  0.8783333333333334
65 - 102 	 T:  0.8783783783783784
65 - 103 	 T:  0.8784210526315789
65 - 104 	 T:  0.8779487179487179
65 - 105 	 T:  0.8780000000000001
65 - 106 	 T:  0.8784146341463415
65 - 107 	 T:  0.8782142857142858
65 - 108 	 T:  0.8783720930232557
65 - 109 	 T:  0.8782954545454544
65 - 110 	 T:  0.8783333333333334
65 - 111 	 T:  0.8778260869565216
65 - 112 	 T:  0.8779787234042553
65 - 113 	 T:  0.8781250000000002
65 - 114 	 T:  0.8783673469387756
66 - 67 	 T:  0.8500000000000014
66 - 68 	 T:  0.870000000000001
66 - 69 	 T:  0.8766666666666675
66 - 70 	 T:  0.8774999999999995
66 - 71 	 T:  0.8599999999999994
66 - 72 	 T:  0.8758333333333338
66 - 73 	 T:  0.8778571428571433
66 - 74 	 T:  0.8662500000000009
66 - 75 	 T:  0.867777777777778
66 - 76 	 T:  0.8775000000000006
66 - 77 	 T:  0.8763636363636365
66 - 78 	 T:  0.8720833333333337
66 - 79 	 T:  0.8723076923076926
66 - 80 	 T:  0.8774999999999997
66 - 81 	 T:  0.877666666666667
66 - 82 	 T:  0.8775000000000004
66 - 83 	 T:  0.877352941176471
66 - 84 	 T:  0.8777777777777777
66 - 85 	 T:  0.8773684210526317
66 - 86 	 T:  0.8767499999999998
66 - 87 	 T:  0.877619047619048
66 - 88 	 T:  0.8772727272727271
66 - 89 	 T:  0.8773913043478264
66 - 90 	 T:  0.8770833333333332
66 - 91 	 T:  0.8775999999999999
66 - 92 	 T:  0.8775
66 - 93 	 T:  0.8774074074074073
66 - 94 	 T:  0.8771428571428572
66 - 95 	 T:  0.8770689655172415
66 - 96 	 T:  0.8780000000000001
66 - 97 	 T:  0.8761290322580644
66 - 98 	 T:  0.8773437500000001
66 - 99 	 T:  0.8772727272727273
66 - 100 	 T:  0.8772058823529413
66 - 101 	 T:  0.8771428571428572
66 - 102 	 T:  0.8772222222222221
66 - 103 	 T:  0.8772972972972971
66 - 104 	 T:  0.8768421052631578
66 - 105 	 T:  0.876923076923077
66 - 106 	 T:  0.877375
66 - 107 	 T:  0.8771951219512196
66 - 108 	 T:  0.8773809523809523
66 - 109 	 T:  0.8773255813953487
66 - 110 	 T:  0.8773863636363637
66 - 111 	 T:  0.8768888888888887
66 - 112 	 T:  0.8770652173913043
66 - 113 	 T:  0.8772340425531916
66 - 114 	 T:  0.8775000000000001
67 - 68 	 T:  0.8900000000000006
67 - 69 	 T:  0.8900000000000006
67 - 70 	 T:  0.8866666666666655
67 - 71 	 T:  0.8624999999999989
67 - 72 	 T:  0.8810000000000002
67 - 73 	 T:  0.8825000000000003
67 - 74 	 T:  0.8685714285714293
67 - 75 	 T:  0.8700000000000001
67 - 76 	 T:  0.880555555555556
67 - 77 	 T:  0.8789999999999999
67 - 78 	 T:  0.8740909090909093
67 - 79 	 T:  0.8741666666666669
67 - 80 	 T:  0.8796153846153842
67 - 81 	 T:  0.8796428571428575
67 - 82 	 T:  0.8793333333333336
67 - 83 	 T:  0.8790625000000003
67 - 84 	 T:  0.8794117647058821
67 - 85 	 T:  0.8788888888888889
67 - 86 	 T:  0.8781578947368418
67 - 87 	 T:  0.8790000000000002
67 - 88 	 T:  0.8785714285714283
67 - 89 	 T:  0.8786363636363639
67 - 90 	 T:  0.8782608695652172
67 - 91 	 T:  0.8787499999999998
67 - 92 	 T:  0.8785999999999998
67 - 93 	 T:  0.8784615384615383
67 - 94 	 T:  0.8781481481481482
67 - 95 	 T:  0.8780357142857144
67 - 96 	 T:  0.8789655172413794
67 - 97 	 T:  0.8769999999999999
67 - 98 	 T:  0.878225806451613
67 - 99 	 T:  0.878125
67 - 100 	 T:  0.878030303030303
67 - 101 	 T:  0.8779411764705882
67 - 102 	 T:  0.8779999999999999
67 - 103 	 T:  0.8780555555555554
67 - 104 	 T:  0.8775675675675674
67 - 105 	 T:  0.8776315789473684
67 - 106 	 T:  0.878076923076923
67 - 107 	 T:  0.8778750000000001
67 - 108 	 T:  0.8780487804878047
67 - 109 	 T:  0.8779761904761904
67 - 110 	 T:  0.8780232558139536
67 - 111 	 T:  0.8774999999999998
67 - 112 	 T:  0.8776666666666666
67 - 113 	 T:  0.8778260869565218
67 - 114 	 T:  0.8780851063829788
68 - 69 	 T:  0.8900000000000006
68 - 70 	 T:  0.884999999999998
68 - 71 	 T:  0.8533333333333317
68 - 72 	 T:  0.8787500000000001
68 - 73 	 T:  0.8810000000000002
68 - 74 	 T:  0.8650000000000008
68 - 75 	 T:  0.8671428571428572
68 - 76 	 T:  0.8793750000000005
68 - 77 	 T:  0.8777777777777777
68 - 78 	 T:  0.8725000000000002
68 - 79 	 T:  0.8727272727272729
68 - 80 	 T:  0.8787499999999996
68 - 81 	 T:  0.8788461538461542
68 - 82 	 T:  0.8785714285714289
68 - 83 	 T:  0.8783333333333336
68 - 84 	 T:  0.8787499999999997
68 - 85 	 T:  0.878235294117647
68 - 86 	 T:  0.8774999999999997
68 - 87 	 T:  0.8784210526315792
68 - 88 	 T:  0.8779999999999998
68 - 89 	 T:  0.8780952380952384
68 - 90 	 T:  0.8777272727272725
68 - 91 	 T:  0.8782608695652172
68 - 92 	 T:  0.8781249999999998
68 - 93 	 T:  0.8779999999999998
68 - 94 	 T:  0.8776923076923077
68 - 95 	 T:  0.8775925925925926
68 - 96 	 T:  0.8785714285714287
68 - 97 	 T:  0.8765517241379308
68 - 98 	 T:  0.8778333333333334
68 - 99 	 T:  0.877741935483871
68 - 100 	 T:  0.87765625
68 - 101 	 T:  0.8775757575757576
68 - 102 	 T:  0.8776470588235293
68 - 103 	 T:  0.8777142857142854
68 - 104 	 T:  0.877222222222222
68 - 105 	 T:  0.8772972972972973
68 - 106 	 T:  0.8777631578947368
68 - 107 	 T:  0.8775641025641026
68 - 108 	 T:  0.8777499999999998
68 - 109 	 T:  0.8776829268292681
68 - 110 	 T:  0.8777380952380953
68 - 111 	 T:  0.8772093023255813
68 - 112 	 T:  0.8773863636363636
68 - 113 	 T:  0.8775555555555556
68 - 114 	 T:  0.8778260869565218
69 - 70 	 T:  0.8799999999999955
69 - 71 	 T:  0.8349999999999973
69 - 72 	 T:  0.875
69 - 73 	 T:  0.8787500000000001
69 - 74 	 T:  0.8600000000000009
69 - 75 	 T:  0.8633333333333333
69 - 76 	 T:  0.8778571428571433
69 - 77 	 T:  0.8762499999999998
69 - 78 	 T:  0.8705555555555556
69 - 79 	 T:  0.8710000000000001
69 - 80 	 T:  0.8777272727272721
69 - 81 	 T:  0.877916666666667
69 - 82 	 T:  0.877692307692308
69 - 83 	 T:  0.8775000000000003
69 - 84 	 T:  0.8779999999999997
69 - 85 	 T:  0.8775
69 - 86 	 T:  0.8767647058823526
69 - 87 	 T:  0.877777777777778
69 - 88 	 T:  0.8773684210526312
69 - 89 	 T:  0.8775000000000002
69 - 90 	 T:  0.8771428571428569
69 - 91 	 T:  0.8777272727272725
69 - 92 	 T:  0.8776086956521737
69 - 93 	 T:  0.8774999999999998
69 - 94 	 T:  0.8772
69 - 95 	 T:  0.8771153846153846
69 - 96 	 T:  0.8781481481481482
69 - 97 	 T:  0.8760714285714284
69 - 98 	 T:  0.8774137931034482
69 - 99 	 T:  0.8773333333333333
69 - 100 	 T:  0.8772580645161291
69 - 101 	 T:  0.8771875
69 - 102 	 T:  0.8772727272727271
69 - 103 	 T:  0.8773529411764703
69 - 104 	 T:  0.8768571428571426
69 - 105 	 T:  0.8769444444444444
69 - 106 	 T:  0.8774324324324323
69 - 107 	 T:  0.8772368421052632
69 - 108 	 T:  0.8774358974358972
69 - 109 	 T:  0.8773749999999998
69 - 110 	 T:  0.8774390243902439
69 - 111 	 T:  0.8769047619047617
69 - 112 	 T:  0.8770930232558138
69 - 113 	 T:  0.8772727272727273
69 - 114 	 T:  0.8775555555555556
70 - 71 	 T:  0.7899999999999991
70 - 72 	 T:  0.8725000000000023
70 - 73 	 T:  0.8783333333333351
70 - 74 	 T:  0.8550000000000022
70 - 75 	 T:  0.8600000000000009
70 - 76 	 T:  0.8775000000000013
70 - 77 	 T:  0.8757142857142861
70 - 78 	 T:  0.8693750000000007
70 - 79 	 T:  0.8700000000000006
70 - 80 	 T:  0.8774999999999998
70 - 81 	 T:  0.8777272727272735
70 - 82 	 T:  0.8775000000000007
70 - 83 	 T:  0.8773076923076929
70 - 84 	 T:  0.8778571428571428
70 - 85 	 T:  0.8773333333333336
70 - 86 	 T:  0.8765624999999999
70 - 87 	 T:  0.8776470588235299
70 - 88 	 T:  0.8772222222222221
70 - 89 	 T:  0.877368421052632
70 - 90 	 T:  0.877
70 - 91 	 T:  0.8776190476190476
70 - 92 	 T:  0.8775
70 - 93 	 T:  0.8773913043478261
70 - 94 	 T:  0.8770833333333335
70 - 95 	 T:  0.8770000000000002
70 - 96 	 T:  0.8780769230769233
70 - 97 	 T:  0.8759259259259259
70 - 98 	 T:  0.8773214285714287
70 - 99 	 T:  0.877241379310345
70 - 100 	 T:  0.8771666666666669
70 - 101 	 T:  0.8770967741935486
70 - 102 	 T:  0.8771875
70 - 103 	 T:  0.8772727272727271
70 - 104 	 T:  0.8767647058823528
70 - 105 	 T:  0.876857142857143
70 - 106 	 T:  0.8773611111111111
70 - 107 	 T:  0.8771621621621624
70 - 108 	 T:  0.8773684210526315
70 - 109 	 T:  0.8773076923076922
70 - 110 	 T:  0.8773750000000001
70 - 111 	 T:  0.8768292682926828
70 - 112 	 T:  0.8770238095238095
70 - 113 	 T:  0.8772093023255816
70 - 114 	 T:  0.8775000000000002
71 - 72 	 T:  0.9550000000000054
71 - 73 	 T:  0.922500000000003
71 - 74 	 T:  0.8766666666666699
71 - 75 	 T:  0.8775000000000013
71 - 76 	 T:  0.8950000000000017
71 - 77 	 T:  0.8900000000000006
71 - 78 	 T:  0.8807142857142866
71 - 79 	 T:  0.8800000000000008
71 - 80 	 T:  0.8872222222222221
71 - 81 	 T:  0.886500000000001
71 - 82 	 T:  0.8854545454545463
71 - 83 	 T:  0.884583333333334
71 - 84 	 T:  0.8846153846153846
71 - 85 	 T:  0.8835714285714289
71 - 86 	 T:  0.8823333333333333
71 - 87 	 T:  0.8831250000000006
71 - 88 	 T:  0.8823529411764706
71 - 89 	 T:  0.8822222222222228
71 - 90 	 T:  0.881578947368421
71 - 91 	 T:  0.882
71 - 92 	 T:  0.8816666666666667
71 - 93 	 T:  0.8813636363636363
71 - 94 	 T:  0.8808695652173916
71 - 95 	 T:  0.8806250000000002
71 - 96 	 T:  0.8816000000000003
71 - 97 	 T:  0.8792307692307693
71 - 98 	 T:  0.8805555555555558
71 - 99 	 T:  0.8803571428571431
71 - 100 	 T:  0.8801724137931036
71 - 101 	 T:  0.8800000000000002
71 - 102 	 T:  0.88
71 - 103 	 T:  0.8799999999999999
71 - 104 	 T:  0.8793939393939393
71 - 105 	 T:  0.8794117647058826
71 - 106 	 T:  0.8798571428571429
71 - 107 	 T:  0.8795833333333335
71 - 108 	 T:  0.8797297297297296
71 - 109 	 T:  0.8796052631578947
71 - 110 	 T:  0.8796153846153848
71 - 111 	 T:  0.8789999999999999
71 - 112 	 T:  0.8791463414634146
